"sofifa_id","player_url","short_name","long_name","player_positions","overall","potential","value_eur","wage_eur","age","dob","height_cm","weight_kg","club_team_id","club_name","league_name","league_level","club_position","club_jersey_number","club_loaned_from","club_joined","club_contract_valid_until","nationality_id","nationality_name","nation_team_id","nation_position","nation_jersey_number","preferred_foot","weak_foot","skill_moves","international_reputation","work_rate","body_type","real_face","release_clause_eur","player_tags","player_traits","pace","shooting","passing","dribbling","defending","physic","attacking_crossing","attacking_finishing","attacking_heading_accuracy","attacking_short_passing","attacking_volleys","skill_dribbling","skill_curve","skill_fk_accuracy","skill_long_passing","skill_ball_control","movement_acceleration","movement_sprint_speed","movement_agility","movement_reactions","movement_balance","power_shot_power","power_jumping","power_stamina","power_strength","power_long_shots","mentality_aggression","mentality_interceptions","mentality_positioning","mentality_vision","mentality_penalties","mentality_composure","defending_marking_awareness","defending_standing_tackle","defending_sliding_tackle","goalkeeping_diving","goalkeeping_handling","goalkeeping_kicking","goalkeeping_positioning","goalkeeping_reflexes","goalkeeping_speed","ls","st","rs","lw","lf","cf","rf","rw","lam","cam","ram","lm","lcm","cm","rcm","rm","lwb","ldm","cdm","rdm","rwb","lb","lcb","cb","rcb","rb","gk","player_face_url","club_logo_url","club_flag_url","nation_logo_url","nation_flag_url"
"214977","https://sofifa.com/player/214977/matias-kranevitter/220002","M. Kranevitter","Claudio Matías Kranevitter","CDM, CM","77","78","10000000.0","45000.0","28","1993-05-21","178","67","1032.0","CF Monterrey","Mexican Liga MX","1.0","SUB","5.0","","2020-01-27","2023.0","52","Argentina","","","","Right","3","3","1","Low/Medium","Normal (170-185)","No","16800000.0","","Dives Into Tackles (AI)","70.0","49.0","71.0","71.0","73.0","77.0","60","42","56","78","43","70","56","44","76","74","71","70","69","74","70","61","79","82","74","54","77","73","53","75","46","72","74","77","74","12","13","7","6","7","","61+2","61+2","61+2","66.0","65","65","65","66.0","69+2","69+2","69+2","69+2","73+2","73+2","73+2","69+2","73+2","76+2","76+2","76+2","73+2","73+2","73+2","73+2","73+2","73+2","16+2","https://cdn.sofifa.net/players/214/977/22_120.png","https://cdn.sofifa.net/teams/1032/60.png","https://cdn.sofifa.net/flags/mx.png","","https://cdn.sofifa.net/flags/ar.png"
"245691","https://sofifa.com/player/245691/alvaro-barreal/220002","Á. Barreal","Álvaro Martín Barreal","RW, RM","65","74","1600000.0","2000.0","20","2000-08-17","172","66","113149.0","FC Cincinnati","USA Major League Soccer","1.0","RM","31.0","","2020-09-02","2022.0","52","Argentina","","","","Left","3","3","1","Medium/Low","Normal (170-185)","No","2600000.0","","Long Passer (AI), Speed Dribbler (AI)","79.0","63.0","57.0","69.0","41.0","55.0","61","61","45","57","59","71","63","67","49","67","76","81","80","57","80","69","61","60","47","67","68","29","59","53","49","51","27","57","54","13","10","7","9","10","","62+2","62+2","62+2","65.0","64","64","64","65.0","63+2","63+2","63+2","63+2","57+2","57+2","57+2","63+2","56+2","51+2","51+2","51+2","56+2","54+2","48+2","48+2","48+2","54+2","15+2","https://cdn.sofifa.net/players/245/691/22_120.png","https://cdn.sofifa.net/teams/113149/60.png","https://cdn.sofifa.net/flags/us.png","","https://cdn.sofifa.net/flags/ar.png"
"230322","https://sofifa.com/player/230322/jorge-pietro-teixeira-lima/220002","Teixe Gaúcho","Jorge Pietro Teixeira Lima","CB","72","72","2400000.0","8000.0","21","2000-02-29","188","79","115530.0","Cuiabá","Campeonato Brasileiro Série A","1.0","LCB","14.0","","2021-07-08","2024.0","54","Brazil","","","","Right","3","2","1","Medium/Medium","Normal (185+)","No","4600000.0","","","73.0","50.0","63.0","67.0","71.0","75.0","71","51","77","68","49","65","33","32","66","68","71","75","70","68","71","45","90","71","76","49","75","70","63","57","59","69","73","69","68","15","11","13","12","6","","63+2","63+2","63+2","65.0","63","63","63","65.0","64+2","64+2","64+2","66+2","65+2","65+2","65+2","66+2","70+2","69+2","69+2","69+2","70+2","70+2","72","72","72","70+2","17+2","https://cdn.sofifa.net/players/230/322/22_120.png","https://cdn.sofifa.net/teams/115530/60.png","https://cdn.sofifa.net/flags/br.png","","https://cdn.sofifa.net/flags/br.png"
"260991","https://sofifa.com/player/260991/abdelrahman-saidi/220002","A. Saidi","Abdelrahman Saidi","LW","63","70","975000.0","800.0","21","1999-08-13","186","76","113892.0","Degerfors IF","Swedish Allsvenskan","1.0","SUB","19.0","","2021-02-08","2023.0","46","Sweden","","","","Right","3","2","1","Medium/Medium","Normal (185+)","No","1400000.0","","","66.0","53.0","65.0","63.0","33.0","53.0","64","62","42","67","38","64","58","45","68","66","65","66","62","50","59","52","51","60","57","38","36","26","64","66","48","59","30","35","40","9","13","6","14","11","","58+2","58+2","58+2","63.0","61","61","61","63.0","63+2","63+2","63+2","64+2","60+2","60+2","60+2","64+2","51+2","49+2","49+2","49+2","51+2","48+2","41+2","41+2","41+2","48+2","16+2","https://cdn.sofifa.net/players/260/991/22_120.png","https://cdn.sofifa.net/teams/113892/60.png","https://cdn.sofifa.net/flags/se.png","","https://cdn.sofifa.net/flags/se.png"
"183741","https://sofifa.com/player/183741/michael-zullo/220002","M. Zullo","Michael Zullo","LB","67","67","700000.0","3000.0","32","1988-09-11","170","63","111400.0","Sydney FC","Australian Hyundai A-League","1.0","RES","7.0","","2016-05-12","2022.0","195","Australia","","","","Left","3","3","1","Medium/Medium","Normal (170-)","No","875000.0","","Long Throw-in, Injury Prone","68.0","51.0","62.0","68.0","62.0","71.0","65","53","46","67","58","65","61","46","56","66","66","70","82","65","90","41","91","79","67","49","66","63","62","60","59","66","64","65","63","11","7","10","9","6","","58+2","58+2","58+2","64.0","61","61","61","64.0","63+2","63+2","63+2","65+2","63+2","63+2","63+2","65+2","66+1","65+2","65+2","65+2","66+1","65+2","64+2","64+2","64+2","65+2","15+2","https://cdn.sofifa.net/players/183/741/22_120.png","https://cdn.sofifa.net/teams/111400/60.png","https://cdn.sofifa.net/flags/au.png","","https://cdn.sofifa.net/flags/au.png"
"248172","https://sofifa.com/player/248172/joyner-lourenco/220002","J. Lourenco","Joyner Lourenco","CB","54","54","90000.0","500.0","29","1991-09-08","178","74","111629.0","SC East Bengal FC","Indian Super League","1.0","SUB","3.0","","2021-08-31","2022.0","159","India","","","","Right","4","2","1","Medium/Medium","Normal (170-185)","No","122000.0","","Dives Into Tackles (AI), Power Header","61.0","26.0","32.0","37.0","51.0","71.0","29","19","47","37","25","29","29","24","25","38","60","62","50","48","71","43","74","68","71","25","73","49","27","34","30","39","52","54","49","10","13","6","5","14","","38+2","38+2","38+2","36.0","36","36","36","36.0","35+2","35+2","35+2","38+2","37+2","37+2","37+2","38+2","47+2","47+2","47+2","47+2","47+2","49+2","54","54","54","49+2","14+2","https://cdn.sofifa.net/players/248/172/22_120.png","https://cdn.sofifa.net/teams/111629/60.png","https://cdn.sofifa.net/flags/in.png","","https://cdn.sofifa.net/flags/in.png"
"261990","https://sofifa.com/player/261990/luis-miguel-rodriguez/220002","L. Rodríguez","Luis Miguel Rodríguez Rodríguez","ST","55","63","275000.0","500.0","22","1998-12-28","171","69","115536.0","Cerro Largo Fútbol Club","Uruguayan Primera División","1.0","RS","25.0","","2021-04-22","2021.0","60","Uruguay","","","","Right","2","2","1","Medium/Medium","Lean (170-185)","No","646000.0","","","54.0","58.0","38.0","55.0","20.0","46.0","27","61","62","49","41","54","36","30","26","56","53","54","51","48","81","62","69","54","45","54","34","14","51","43","57","45","11","18","19","10","12","11","6","12","","55+2","55+2","55+2","51.0","53","53","53","51.0","51+2","51+2","51+2","49+2","44+2","44+2","44+2","49+2","35+2","33+2","33+2","33+2","35+2","34+2","32+2","32+2","32+2","34+2","14+2","https://cdn.sofifa.net/players/261/990/22_120.png","https://cdn.sofifa.net/teams/115536/60.png","https://cdn.sofifa.net/flags/uy.png","","https://cdn.sofifa.net/flags/uy.png"
"188524","https://sofifa.com/player/188524/volkan-babacan/220002","V. Babacan","Volkan Babacan","GK","71","71","925000.0","16000.0","32","1988-08-11","192","86","101014.0","İstanbul Başakşehir FK","Turkish Süper Lig","1.0","GK","1.0","","2014-07-11","2024.0","48","Turkey","","","","Right","2","1","2","Medium/Medium","Normal (185+)","No","1900000.0","","","","","","","","","12","15","16","34","14","14","16","12","29","19","49","51","49","60","50","50","70","31","61","12","29","27","17","43","12","62","22","22","15","73","69","67","75","71","50.0","29+2","29+2","29+2","27.0","29","29","29","27.0","30+2","30+2","30+2","28+2","30+2","30+2","30+2","28+2","28+2","30+2","30+2","30+2","28+2","28+2","30+2","30+2","30+2","28+2","70+1","https://cdn.sofifa.net/players/188/524/22_120.png","https://cdn.sofifa.net/teams/101014/60.png","https://cdn.sofifa.net/flags/tr.png","","https://cdn.sofifa.net/flags/tr.png"
"221369","https://sofifa.com/player/221369/khaled-al-kaabi/220002","K. Al Kaabi","Khalid Hussain Al Kabi","RM, ST, LM","63","63","475000.0","4000.0","29","1992-05-24","171","63","112389.0","Al Faisaly","Saudi Abdul L. Jameel League","1.0","SUB","77.0","","2019-07-12","2022.0","183","Saudi Arabia","","","","Right","3","3","1","High/Medium","Lean (170-185)","No","784000.0","","","83.0","57.0","55.0","64.0","21.0","51.0","59","57","51","57","37","62","52","46","49","63","86","80","81","56","77","71","74","73","47","47","30","16","56","56","59","58","17","19","17","8","8","14","11","7","","60+2","60+2","60+2","62.0","61","61","61","62.0","60+2","60+2","60+2","62+1","53+2","53+2","53+2","62+1","47+2","40+2","40+2","40+2","47+2","44+2","33+2","33+2","33+2","44+2","14+2","https://cdn.sofifa.net/players/221/369/22_120.png","https://cdn.sofifa.net/teams/112389/60.png","https://cdn.sofifa.net/flags/sa.png","","https://cdn.sofifa.net/flags/sa.png"
"204787","https://sofifa.com/player/204787/carl-mchugh/220002","C. McHugh","Carl Gerard McHugh","CDM, CB","66","67","825000.0","1000.0","28","1993-02-05","180","72","113146.0","ATK Mohun Bagan FC","Indian Super League","1.0","LDM","8.0","","2020-08-20","2022.0","25","Republic of Ireland","","","","Left","2","2","1","Low/High","Normal (170-185)","No","1200000.0","","Long Passer (AI)","54.0","47.0","59.0","62.0","64.0","80.0","57","42","64","62","42","58","60","59","61","62","61","49","72","60","77","54","87","88","79","48","73","64","45","54","60","72","66","64","62","7","12","14","7","15","","54+2","54+2","54+2","56.0","55","55","55","56.0","56+2","56+2","56+2","58+2","60+2","60+2","60+2","58+2","64+2","65+2","65+2","65+2","64+2","63+2","66+1","66+1","66+1","63+2","16+2","https://cdn.sofifa.net/players/204/787/22_120.png","https://cdn.sofifa.net/teams/113146/60.png","https://cdn.sofifa.net/flags/in.png","","https://cdn.sofifa.net/flags/ie.png"
"144200","https://sofifa.com/player/144200/eren-albayrak/220002","E. Albayrak","Eren Albayrak","LB","70","70","1400000.0","10000.0","30","1991-04-23","179","69","741.0","Antalyaspor","Turkish Süper Lig","1.0","SUB","6.0","","2019-08-21","2023.0","48","Turkey","","","","Left","3","3","1","Medium/Medium","Lean (170-185)","No","2800000.0","","Injury Prone, Early Crosser, Long Shot Taker (AI)","80.0","65.0","68.0","71.0","65.0","65.0","70","58","50","66","72","71","76","75","67","69","79","81","75","69","73","74","65","71","64","68","60","62","66","68","63","65","65","70","68","10","7","6","6","12","","66+2","66+2","66+2","69.0","68","68","68","69.0","68+2","68+2","68+2","70","68+2","68+2","68+2","70","69+1","67+2","67+2","67+2","69+1","68+2","65+2","65+2","65+2","68+2","15+2","https://cdn.sofifa.net/players/144/200/22_120.png","https://cdn.sofifa.net/teams/741/60.png","https://cdn.sofifa.net/flags/tr.png","","https://cdn.sofifa.net/flags/tr.png"
"241727","https://sofifa.com/player/241727/predrag-rajkovic/220002","P. Rajković","Predrag Rajković","GK","78","83","16500000.0","20000.0","25","1995-10-31","191","85","379.0","Stade de Reims","French Ligue 1","1.0","GK","1.0","","2019-06-21","2023.0","51","Serbia","","","","Right","2","1","2","Medium/Medium","Normal (185+)","No","34200000.0","","Long Passer (AI)","","","","","","","13","9","13","26","8","8","14","10","25","18","30","18","32","73","29","56","35","26","66","10","25","10","4","42","20","32","11","10","10","77","76","74","79","81","25.0","24+2","24+2","24+2","21.0","23","23","23","21.0","24+2","24+2","24+2","22+2","25+2","25+2","25+2","22+2","21+2","24+2","24+2","24+2","21+2","20+2","22+2","22+2","22+2","20+2","77+2","https://cdn.sofifa.net/players/241/727/22_120.png","https://cdn.sofifa.net/teams/379/60.png","https://cdn.sofifa.net/flags/fr.png","","https://cdn.sofifa.net/flags/rs.png"
"263572","https://sofifa.com/player/263572/noah-nadje/220002","N. Nadje","Noah Nadje","ST","58","74","500000.0","800.0","17","2003-11-12","185","72","1530.0","Angers SCO","French Ligue 1","1.0","RES","35.0","","2021-07-13","2024.0","108","Côte d'Ivoire","","","","Left","3","2","1","Medium/Medium","Normal (185+)","No","1300000.0","","","61.0","60.0","45.0","55.0","25.0","52.0","38","63","61","49","43","55","42","40","40","54","57","64","58","55","59","59","63","52","58","58","33","19","61","51","68","51","23","21","23","15","13","6","7","5","","58+2","58+2","58+2","55.0","57","57","57","55.0","54+2","54+2","54+2","53+2","48+2","48+2","48+2","53+2","40+2","38+2","38+2","38+2","40+2","39+2","36+2","36+2","36+2","39+2","15+2","https://cdn.sofifa.net/players/263/572/22_120.png","https://cdn.sofifa.net/teams/1530/60.png","https://cdn.sofifa.net/flags/fr.png","","https://cdn.sofifa.net/flags/ci.png"
"219489","https://sofifa.com/player/219489/andres-rodales/220002","A. Rodales","Carlos Andrés Rodales Ramírez","RB","67","67","525000.0","500.0","33","1987-07-09","177","72","115535.0","Club Atlético Rentistas","Uruguayan Primera División","1.0","RB","8.0","","2021-04-22","2021.0","60","Uruguay","","","","Right","3","2","1","Medium/Medium","Normal (170-185)","No","1100000.0","","","64.0","48.0","58.0","59.0","66.0","68.0","70","33","54","69","28","55","34","31","65","59","68","60","64","66","66","69","69","65","69","68","69","63","34","32","51","61","69","68","65","8","14","13","11","13","","53+2","53+2","53+2","55.0","53","53","53","55.0","54+2","54+2","54+2","57+2","58+2","58+2","58+2","57+2","65+2","65+2","65+2","65+2","65+2","65+2","65+2","65+2","65+2","65+2","18+2","https://cdn.sofifa.net/players/219/489/22_120.png","https://cdn.sofifa.net/teams/115535/60.png","https://cdn.sofifa.net/flags/uy.png","","https://cdn.sofifa.net/flags/uy.png"
"236258","https://sofifa.com/player/236258/nilson-loyola/220002","N. Loyola","Nilson Evair Loyola Morales","LB, LM","68","70","1400000.0","500.0","26","1994-10-26","180","64","111013.0","Club Sporting Cristal","Peruvian Primera División","1.0","SUB","29.0","","2019-07-01","2022.0","59","Peru","","","","Left","2","2","1","High/Medium","Lean (170-185)","No","3100000.0","","","71.0","49.0","55.0","57.0","64.0","54.0","66","53","62","64","44","49","46","34","51","65","72","71","63","62","69","53","52","71","50","40","41","55","49","40","39","50","60","71","70","6","12","6","14","11","","57+2","57+2","57+2","58.0","56","56","56","58.0","55+2","55+2","55+2","59+2","56+2","56+2","56+2","59+2","65+2","60+2","60+2","60+2","65+2","66+2","61+2","61+2","61+2","66+2","16+2","https://cdn.sofifa.net/players/236/258/22_120.png","https://cdn.sofifa.net/teams/111013/60.png","https://cdn.sofifa.net/flags/pe.png","","https://cdn.sofifa.net/flags/pe.png"
"260189","https://sofifa.com/player/260189/kazuki-nishiya/220002","K. Nishiya","Kazuki Nishiya","LM, CAM","66","66","900000.0","2000.0","27","1993-10-05","165","65","112783.0","Tokushima Vortis","Japanese J. League Division 1","1.0","RES","24.0","","2020-02-01","2022.0","163","Japan","","","","Right","3","3","1","High/Medium","Normal (170-)","No","1100000.0","","Technical Dribbler (AI)","74.0","63.0","61.0","65.0","44.0","54.0","64","62","41","63","65","65","63","58","58","62","86","64","69","66","87","67","59","80","44","61","46","31","62","55","53","53","46","50","44","9","9","7","5","14","","61+2","61+2","61+2","65.0","63","63","63","65.0","63+2","63+2","63+2","65+1","60+2","60+2","60+2","65+1","58+2","53+2","53+2","53+2","58+2","56+2","47+2","47+2","47+2","56+2","15+2","https://cdn.sofifa.net/players/260/189/22_120.png","https://cdn.sofifa.net/teams/112783/60.png","https://cdn.sofifa.net/flags/jp.png","","https://cdn.sofifa.net/flags/jp.png"
"184111","https://sofifa.com/player/184111/christian-benteke/220002","C. Benteke","Christian Benteke Liolo","ST","75","75","5500000.0","50000.0","30","1990-12-03","190","83","1799.0","Crystal Palace","English Premier League","1.0","ST","20.0","","2016-08-20","2023.0","7","Belgium","1325.0","SUB","17.0","Right","2","2","2","Medium/Low","Lean (185+)","Yes","10500000.0","#Strength","Injury Prone, Power Header","54.0","76.0","62.0","68.0","32.0","75.0","58","76","85","66","76","64","61","64","51","77","51","56","61","76","43","81","87","59","87","70","60","29","77","69","71","71","28","25","18","14","5","12","8","5","","75","75","75","68.0","71","71","71","68.0","69+2","69+2","69+2","66+2","63+2","63+2","63+2","66+2","49+2","51+2","51+2","51+2","49+2","47+2","49+2","49+2","49+2","47+2","16+2","https://cdn.sofifa.net/players/184/111/22_120.png","https://cdn.sofifa.net/teams/1799/60.png","https://cdn.sofifa.net/flags/gb-eng.png","https://cdn.sofifa.net/teams/1325/60.png","https://cdn.sofifa.net/flags/be.png"
